name,stationid,lat,lon
"Rotherhithe Roundabout, Rotherhithe",411,51.499169,-0.055846029
"Cleaver Street, Kennington",412,51.488105,-0.110121
"Chelsea Bridge, Pimlico",419,51.485821,-0.149004
"Southwark Station 1, Southwark",420,51.504043,-0.105312
"Southwark Station 2, Southwark",421,51.504044,-0.104778
"Eaton Square (South), Belgravia",423,51.49456127,-0.15393398
"Ebury Bridge, Pimlico",424,51.490491,-0.149186
"Vincent Street, Pimlico",426,51.493072,-0.129925
"Cheapside, Bank",427,51.51397065,-0.09294031
"Exhibition Road, Knightsbridge",428,51.499917,-0.174554
"South Parade, Chelsea",430,51.48902,-0.17524
"Crinan Street, King's Cross",431,51.534474,-0.122203
"Exhibition Road Museums 1, South Kensington",432,51.496468,-0.17379696
"Wren Street, Holborn",433,51.524564,-0.116279
"Kennington Station, Kennington",435,51.488852,-0.105593
"Red Lion Street, Holborn",436,51.51824,-0.11655
"Vauxhall Walk, Vauxhall",437,51.488124,-0.120903
"Killick Street, King's Cross",439,51.5338,-0.118677
"Kennington Oval, Oval",440,51.483145,-0.113134
"Sail Street, Vauxhall",441,51.495656,-0.114605
"Walmer Road, Avondale",442,51.510101,-0.211358
"Philpot Street, Whitechapel",443,51.515256,-0.058641
"Bethnal Green Garden, Bethnal Green",444,51.52568,-0.055312
"Cheshire Street, Bethnal Green",445,51.52388,-0.065076
"York Hall, Bethnal Green",446,51.528936,-0.055894
"Jubilee Crescent, Cubitt Town",447,51.493381,-0.007542
"Fisherman's Walk West, Canary Wharf",448,51.50623,-0.02296
"Shadwell Station, Shadwell",449,51.511088,-0.057159
"Jubilee Street, Stepney",450,51.515975,-0.053177
"Hermitage Court, Wapping",451,51.504719,-0.063531
"St. Katharine's Way, Tower",452,51.505697,-0.070542
"Garnet Street, Shadwell",453,51.508447,-0.055167
"Napier Avenue, Millwall",454,51.487679,-0.021582
"East Ferry Road, Cubitt Town",455,51.49447,-0.014409
"Parkway, Camden Town",456,51.538071,-0.144664
"Castlehaven Road, Camden Town",457,51.542138,-0.145393
"Wapping Lane, Wapping",458,51.504749,-0.057544
"Gunmakers Lane, Old Ford",459,51.535179,-0.03338
"Burdett Road, Mile End",460,51.516196,-0.029138
"Aston Street, Stepney",461,51.516,-0.038775
"Bonny Street, Camden Town",462,51.541603,-0.138853
"Thurtle Road, Haggerston",463,51.534776,-0.071881
"St. Mary & St. Michael Church, Stepney",464,51.51417,-0.052099
"Pitfield Street North,Hoxton",465,51.53558,-0.08249
"Whiston Road, Haggerston",466,51.534464,-0.076341
"Southern Grove, Bow",467,51.523538,-0.030556
"Cantrell Road, Bow",468,51.521564,-0.022694
"Lindfield Street, Poplar",469,51.513757,-0.020467
"Mostyn Grove, Bow",470,51.530535,-0.025492
"Hewison Street, Old Ford",471,51.533283,-0.028155
"Malmesbury Road, Bow",472,51.529452,-0.027616
"Millharbour, Millwall",473,51.496137,-0.019355
"Gascoyne Road, Victoria Park",474,51.541515,-0.038557746
"Lightermans Road, Millwall",475,51.499041,-0.020157
"Stebondale Street, Cubitt Town",476,51.489096,-0.009205
"Spindrift Avenue, Millwall",477,51.49109,-0.018716
"Stepney Green Station, Stepney",478,51.521889,-0.04667
"Pott Street, Bethnal Green",479,51.527152,-0.058005
"Flamborough Street, Limehouse",480,51.5128711,-0.0389866
"Saunders Ness Road, Cubitt Town",481,51.487129,-0.0090011
"Exhibition Road Museums 2, South Kensington",482,51.495947,-0.17368958
"Albert Gardens, Stepney",483,51.51328,-0.047784
"Bromley High Street, Bow",484,51.528828,-0.013258
"Old Ford Road, Bethnal Green",485,51.531127,-0.048017
"Granby Street, Shoreditch",486,51.525645,-0.069543
"Canton Street, Poplar",487,51.511811,-0.025626
"Reardon Street, Wapping",488,51.506946,-0.058681
"Queen Mary's, Mile End",491,51.522507,-0.041378
"Maplin Street, Mile End",492,51.525501,-0.032267204
"South Quay East, Canary Wharf",494,51.50196,-0.016251
"Bow Church Station, Bow",495,51.528169,-0.018703
"Devons Road, Bow",496,51.52512,-0.015578
"Merchant Street, Bow",497,51.526578,-0.027581
"Bow Road Station, Bow",498,51.527058,-0.025296
"Furze Green, Bow",499,51.519265,-0.021345
"Ansell House, Stepney",500,51.520019,-0.05438
"Cephas Street, Bethnal Green",501,51.522561,-0.054883
"Bonner Gate, Victoria Park",502,51.53341,-0.049591815
"Cleveland Way, Stepney",503,51.520893,-0.051394
"St. John's Park, Cubitt Town",504,51.496454,-0.009506
"Ackroyd Drive, Bow",505,51.520398,-0.026768
"Bell Lane, Liverpool Street",506,51.517475,-0.075855
"Clarkson Street, Bethnal Green",507,51.528692,-0.059091
"Fournier Street, Whitechapel",508,51.519362,-0.074431
"Fore Street, Guildhall",509,51.517842,-0.090075
"Westferry DLR, Limehouse",510,51.509303,-0.025996
"Sutton Street, Shadwell",511,51.511066,-0.053558
"Pritchard's Road, Bethnal Green",512,51.532091,-0.06142
"Watney Market, Stepney",513,51.5142228,-0.055656
"Portman Square, Marylebone",514,51.516204,-0.155525
"Russell Gardens, Olympia",515,51.500088,-0.211316
"Chrisp Street Market, Poplar",516,51.5112,-0.014438
"Ford Road, Old Ford",517,51.532513,-0.033085
"Antill Road, Mile End",518,51.528224,-0.037471
"Teviot Street, Poplar",519,51.518811,-0.011662
"Bancroft Road, Bethnal Green",520,51.526041,-0.047218
"Driffield Road, Old Ford",521,51.534137,-0.037366
"Clinton Road, Mile End",522,51.525941,-0.036017
"Langdon Park, Poplar",523,51.51549,-0.013475
"Lancaster Gate , Bayswater",524,51.511654,-0.179668
"Blythe Road, Olympia",525,51.496927,-0.21350087
"Lancaster Drive, Blackwall",526,51.503143,-0.008428
"Hansard Mews, Holland Park",527,51.503802,-0.215808
"Clarges Street, Mayfair",528,51.507326,-0.145827
"Manresa Road, Chelsea",529,51.486892,-0.170983
"Newby Place, Poplar",530,51.508896,-0.012413
"Twig Folly Bridge, Mile End",531,51.530326,-0.042744
"Jubilee Plaza, Canary Wharf",532,51.50357,-0.020068
"Wellington Row, Bethnal Green",533,51.528222,-0.069743
"Goldsmith's Row, Haggerston",534,51.531864,-0.066035
"Gloucester Avenue, Camden Town",535,51.537349,-0.147154
"Queensbridge Road, Haggerston",536,51.53385,-0.06992
"Old Montague Street, Whitechapel",537,51.51793,-0.067937
"Naval Row, Blackwall",538,51.508981,-0.00699
"Hoxton Station, Hoxton",539,51.531091,-0.075901
"Albany Street, The Regent's Park",540,51.528302,-0.144466
"Green Park Station, Mayfair",541,51.506613,-0.142844
"Salmon Lane, Limehouse",542,51.514115,-0.033828
"Lansdowne Walk, Ladbroke Grove",543,51.509591,-0.204666
"Percival Street, Finsbury",544,51.526153,-0.102208
"Arlington Road, Camden Town",545,51.539957,-0.145246
"New Fetter Lane, Holborn",546,51.517428,-0.107987
"East India DLR, Blackwall",547,51.509474,-0.002275
"Westminster Bridge Road, Elephant & Castle",548,51.498386,-0.107913
"Gaywood  Street, Elephant & Castle",549,51.49605,-0.104193
"Harford Street, Mile End",550,51.521564,-0.039264
"Import Dock, Canary Wharf",551,51.505772,-0.016460175
"Watney Street, Shadwell",552,51.511542,-0.056667
"Regent's Row , Haggerston",553,51.535678,-0.062546
"Aberfeldy Street, Poplar",554,51.513548,-0.005659
"Heron Quays DLR, Canary Wharf",556,51.502661,-0.021596
"King Edward Street, St Pauls",557,51.51601,-0.0985
"Page Street, Westminster",558,51.493978,-0.127554
"Abbotsbury Road, Holland Park",559,51.501391,-0.205991
"Ladbroke Grove Central, Ladbroke Grove",560,51.511624,-0.205921
"Rectory Square, Stepney",561,51.518369,-0.043371
"Bury Place, Holborn",562,51.51746,-0.12335
"Preston's Road, Cubitt Town",563,51.499286,-0.009152
"Somerset House, Strand",564,51.509943,-0.117619
"Selby Street, Whitechapel",565,51.521905,-0.063386
"Westfield Ariel Way, White City",566,51.509158,-0.224103
"Bishop's Bridge Road West, Bayswater",568,51.51616,-0.18697
"Pitfield Street Central, Hoxton",569,51.53213,-0.08299
"Upper Bank Street, Canary Wharf",570,51.503083,-0.017676
"Westfield Southern Terrace ,Shepherd's Bush",571,51.506256,-0.218337
"Greenland Road, Camden Town",572,51.539099,-0.141728
"Limerston Street, West Chelsea",573,51.485587,-0.18119
"Eagle Wharf Road, Hoxton",574,51.53356,-0.09315
"Alpha Grove, Millwall",576,51.497304,-0.022793
"Globe Town Market, Bethnal Green",577,51.528869,-0.047548
"Hollybush Gardens, Bethnal Green",578,51.527607,-0.057133
"Queen Street 2, Bank",579,51.511246,-0.093051
"Doddington Grove, Kennington",580,51.48692917,-0.102996299
"New Cavendish Street, Marylebone",581,51.519167,-0.147983
"Abingdon Green, Westminster",583,51.49764,-0.12597218
"Ilchester Gardens, Bayswater",584,51.51244,-0.19096
"Mudchute DLR, Cubitt Town",586,51.490645,-0.014582
"Monument Street, Monument",587,51.50964,-0.08497
"Hoxton Street, Hoxton",588,51.52959,-0.0801
"Drayton Gardens, West Chelsea",589,51.487196,-0.179369
"Greenberry Street, St.John's Wood",590,51.53256,-0.16862
"Bishop's Bridge Road East, Bayswater",592,51.5171,-0.18377
"Northdown Street, King's Cross",593,51.531066,-0.11934
"Kingsway Southbound, Strand",594,51.513875,-0.117774
"Hammersmith Road, Hammersmith",595,51.493267,-0.21985
"Parson's Green , Parson's Green",596,51.472817,-0.199783
"Fulham Park Road, Fulham",597,51.473471,-0.20782
"Southerton Road, Hammersmith",598,51.494499,-0.228188
"Manbre Road, Hammersmith",599,51.485743,-0.223616
"South Lambeth Road, Vauxhall",600,51.481747,-0.124642
"BBC White City, White City",601,51.514767,-0.225787
"Union Grove, Wandsworth Road",602,51.472993,-0.133972
"Caldwell Street, Stockwell",603,51.477839,-0.116493
"St Martins Close, Camden Town",604,51.538792,-0.138535
"Seymour Place, Marylebone",605,51.520331,-0.163667
"Addison Road, Holland Park",606,51.504199,-0.210941
"Putney Bridge Station, Fulham",607,51.468814,-0.210279
"Colet Gardens, Hammersmith",608,51.491093,-0.216493
"Sugden Road, Clapham",609,51.46512358,-0.157788279
"Danvers Street, West Chelsea",610,51.48256792,-0.172078187
"Princedale Road , Holland Park",611,51.50646524,-0.208486599
"Wandsworth Rd, Isley Court, Wandsworth Road",612,51.46925984,-0.141812513
"Woodstock Grove, Shepherd's Bush",613,51.50403821,-0.217400093
"London Fields, Hackney Central",614,51.54119,-0.058826101
"Finlay Street, Fulham",615,51.4768851,-0.215895601
"Aintree Street, Fulham",616,51.48102131,-0.209973497
"Elysium Place, Fulham",617,51.47107905,-0.207842908
"Eel Brook Common, Walham Green",618,51.47625965,-0.193254007
"Irene Road, Parsons Green",619,51.4737636,-0.197010096
"Surrey Lane, Battersea",620,51.47518024,-0.167160736
"Wandsworth Town Station, Wandsworth",621,51.46086446,-0.187427294
"Lansdowne Road, Ladbroke Grove",622,51.50748124,-0.205535908
"Nantes Close, Wandsworth",623,51.46193072,-0.180791784
"Courland Grove, Wandsworth Road",624,51.4729184,-0.132102704
"Queen's Circus, Battersea Park",625,51.47761941,-0.149551631
"Normand Park, West Kensington",626,51.48438657,-0.20481514
"Holden Street, Battersea",627,51.4687905,-0.158230901
"William Morris Way, Sands End",628,51.46881971,-0.184318843
"Morie Street, Wandsworth",629,51.45995384,-0.190184054
"Clarence Walk, Stockwell",630,51.47073264,-0.126994068
"Battersea Park Road, Nine Elms",631,51.4795017,-0.141770709
"Sheepcote Lane, Battersea",632,51.47053858,-0.163041605
"Vereker Road, West Kensington",633,51.48959104,-0.209378594
"Brook Green South, Brook Green",634,51.49434708,-0.215804559
"Greyhound Road, Hammersmith",635,51.48606206,-0.214428378
"South Park, Sands End",636,51.46706414,-0.193502076
"Spencer Park, Wandsworth Common",637,51.45787019,-0.174691623
"Falcon Road, Clapham Junction",638,51.46663393,-0.169821175
"Coomer Place, West Kensington",639,51.48357068,-0.202038682
"Silverthorne Road, Battersea",640,51.47286577,-0.148059277
"Archbishop's Park, Waterloo",641,51.49824168,-0.117495865
"Fawcett Close, Battersea",642,51.46916161,-0.174485792
"All Saints' Road, Portobello",643,51.5190427,-0.204764421
"Rainville Road, Hammersmith",644,51.48373225,-0.223852256
"Great Suffolk Street, The Borough",645,51.50173215,-0.100292412
"Buckingham Gate, Westminster",646,51.49886563,-0.137424571
"Richmond Way, Shepherd's Bush",647,51.50035306,-0.217515071
"Peterborough Road, Sands End",648,51.46904022,-0.19627483
"World's End Place, West Chelsea",649,51.48180515,-0.18027465
"St. Mark's Road, North Kensington",650,51.51687069,-0.213872396
"Thorndike Close, West Chelsea",651,51.48089844,-0.183853573
"Evesham Street, Avondale",652,51.51148696,-0.218190203
"Simpson Street, Clapham Junction",653,51.47084722,-0.17070367
"Ashmole Estate, Oval",654,51.48267821,-0.117661574
"Crabtree Lane, Fulham",655,51.48294452,-0.219346128
"Broomhouse Lane, Parsons Green",656,51.46841875,-0.199135704
"Blythe Road West, Shepherd's Bush",657,51.49968,-0.221791551
"Ethelburga Estate, Battersea Park",658,51.47729232,-0.16478637
"Blackfriars Station, St. Paul's",659,51.511934,-0.10307894
"West Kensington Station, West Kensington",660,51.49087074,-0.206029743
"All Saints Church, Portobello",661,51.51632095,-0.202608612
"Phene Street, Chelsea",662,51.48498496,-0.167919869
"Clarendon Road, Avondale",663,51.51323001,-0.211593602
"Austin Road, Battersea Park",664,51.474376,-0.155442787
"Smugglers Way, Wandsworth",665,51.46108367,-0.191722864
"Shepherd's Bush Road North, Shepherd's Bush",667,51.5015946,-0.222293381
"Ravenscourt Park Station, Hammersmith",668,51.49422354,-0.236769936
"Teversham Lane, Stockwell",669,51.47614939,-0.1232585
"Ashley Crescent, Battersea",670,51.46718562,-0.152248582
"Parsons Green Station, Parsons Green",671,51.475089,-0.201968
"Hibbert Street, Battersea",673,51.46517078,-0.18038939
"Carnegie Street, King's Cross",674,51.53546778,-0.11619105
"Usk Road, Clapham Junction",675,51.46348914,-0.182126248
"Hartington Road, Stockwell",676,51.47787084,-0.126874471
"Heath Road, Battersea",677,51.46866929,-0.146544642
"Esmond Street, Putney",678,51.46231278,-0.211468596
"Orbel Street, Battersea",679,51.47453545,-0.170210533
"Westbridge Road, Battersea",680,51.47768469,-0.170329317
"Bishop's Avenue, Fulham",681,51.47303687,-0.214749808
"Crisp Road, Hammersmith",682,51.48810829,-0.22660621
"Dorothy Road, Clapham Junction",683,51.46506424,-0.163750945
"Neville Gill Close, Wandsworth",684,51.45475251,-0.195197203
"Osiers Road, Wandsworth",685,51.46067005,-0.198735357
"Beryl Road, Hammersmith",686,51.48814438,-0.222456468
"Northfields, Wandsworth",688,51.46095151,-0.20066766
"Spanish Road, Clapham Junction",689,51.45922541,-0.180884959
"Stanley Grove, Battersea",690,51.47047503,-0.152130083
"Erin Close, Walham Green",691,51.47946386,-0.195777222
"Cadogan Close, Victoria Park",692,51.54211855,-0.028941601
"Felsham Road, Putney",693,51.464786,-0.215618902
"Putney Rail Station, Putney",694,51.46071722,-0.216526155
"Islington Green, Angel",695,51.53638435,-0.102757578
"Charing Cross Hospital, Hammersmith",696,51.48728535,-0.217995921
"Charlotte Terrace, Angel",697,51.53639219,-0.112721065
"Shoreditch Court, Haggerston",698,51.53908372,-0.070329419
"Belford House, Haggerston",699,51.5366541,-0.07023031
"Battersea Church Road, Battersea",700,51.47696496,-0.174347066
"Vicarage Crescent, Battersea",701,51.47287627,-0.176267008
"Durant Street, Bethnal Green",702,51.52868155,-0.065550321
"St. Bride Street, Holborn",703,51.51505991,-0.10534448
"Mexfield Road, East Putney",704,51.45682071,-0.202802098
"Upper Richmond Road, Putney",705,51.45971528,-0.212145939
"Snowsfields, London Bridge",706,51.50215353,-0.083632928
"Barons Court Station, West Kensington",707,51.49021762,-0.215087092
"Disraeli Road, Putney",708,51.46161068,-0.21614583
"Montserrat Road , Putney",709,51.46321128,-0.215550761
"Albert Bridge Road, Battersea Park",710,51.47439218,-0.163347594
"Everington Street, Fulham",711,51.48335692,-0.216305546
"Mile End Stadium, Mile End",712,51.51854104,-0.034903714
"Hawley Crescent, Camden Town",713,51.54100708,-0.14326094
"Stewart's Road, Wandsworth Road",714,51.47311696,-0.137235175
"Aylward Street, Stepney",715,51.51563007,-0.049067243
"Dunston Road , Haggerston",717,51.53658514,-0.075885686
"Ada Street, Hackney Central",718,51.53571683,-0.060291813
"Victoria Park Road, Hackney Central",719,51.53642464,-0.054162264
"Star Road, West Kensington",720,51.48724429,-0.205279052
"Wendon Street, Old Ford",721,51.53603947,-0.026262677
"Finnis Street, Bethnal Green",722,51.52458353,-0.058631453
"Stephendale Road, Sands End",723,51.46822047,-0.190346493
"Alma Road, Wandsworth",724,51.45799126,-0.184806157
"Walworth Square, Walworth",725,51.491327,-0.096518684
"Alfreda Street, Battersea Park",726,51.47505096,-0.150908371
"Chesilton Road, Fulham",727,51.47569809,-0.20587627
"Putney Bridge Road, East Putney",728,51.46199911,-0.206240805
"St. Peter's Terrace, Fulham",729,51.47893931,-0.208485293
"Bridge Avenue, Hammersmith",730,51.49208492,-0.229116862
"Michael Road, Walham Green",731,51.47727637,-0.189210466
"Duke Street Hill, London Bridge",732,51.50630441,-0.087262995
"Park Lane, Mayfair",733,51.50542628,-0.150817316
"Plough Terrace, Clapham Junction",734,51.46230566,-0.175407201
"Grant Road East, Clapham Junction",735,51.46489445,-0.17302926
"Queensdale Road, Shepherd's Bush",736,51.50659035,-0.216104479
"Fulham Broadway, Walham Green",737,51.47993289,-0.19411695
"Imperial Road, Sands End",738,51.47514228,-0.187278987
"Hortensia Road, West Brompton",739,51.48176572,-0.185273723
"Sirdar Road, Avondale",740,51.51092871,-0.214594781
"Freston Road, Avondale",741,51.5129814,-0.219486603
"Blenheim Crescent, Ladbroke Grove",742,51.51510818,-0.208565479
"Oxford Road, Putney",743,51.46079243,-0.212607684
"Ingrave Street, Clapham Junction",744,51.46745485,-0.172293499
"Upcerne Road, West Chelsea",745,51.47816972,-0.18243547
"Lots Road, West Chelsea",746,51.4795738,-0.17903854
"Ormonde Gate, Chelsea",747,51.48796408,-0.161765173
"Hertford Road, De Beauvoir Town",748,51.53727795,-0.079201849
"Haggerston Road, Haggerston",749,51.53932857,-0.074284675
"Culvert Road, Battersea",750,51.4710956,-0.157850096
"Newton Street, Covent Garden",751,51.51612862,-0.120909408
"London Street, Paddington",752,51.515117,-0.17371276
"Grenfell Road, Avondale",754,51.5129006,-0.214762686
"The Vale, Chelsea",755,51.48512191,-0.174971902
"Prince of Wales Drive, Battersea Park",756,51.47515398,-0.159169801
"Harcourt Terrace, West Brompton",757,51.48795853,-0.187404506
"Westbourne Park Road, Portobello",758,51.51787005,-0.201005397
"Broadley Terrace, Marylebone",759,51.52456169,-0.165668686
"Humbolt Road, Fulham",761,51.48321729,-0.211860644
"Storey's Gate, Westminster",762,51.50070305,-0.129698963
"Mile End Park Leisure Centre, Mile End",763,51.52059714,-0.032566533
"St. John's Road, Clapham Junction",764,51.46239255,-0.16829214
"Ranelagh Gardens, Fulham",765,51.46760141,-0.20682737
"Ram Street, Wandsworth",766,51.45752945,-0.192165613
"Santos Road, Wandsworth",767,51.45705988,-0.200806304
"Clapham Common North Side, Clapham Common",768,51.46134382,-0.159322467
"Sandilands Road, Walham Green",769,51.473611,-0.191803
"Gwendwr Road, West Kensington",770,51.491026,-0.209121
"Rifle Place, Avondale",771,51.509224,-0.216016
"Binfield Road, Stockwell",772,51.47250956,-0.122831913
"Tallis Street, Temple",773,51.511891,-0.107349
"Hurlingham Park, Parsons Green",774,51.470131,-0.20464
"Little Brook Green, Brook Green",775,51.496664,-0.223868
"Abyssinia Close, Clapham Junction",776,51.460333,-0.167029
"Limburg Road, Clapham Junction",777,51.46192307,-0.165297857
"Houndsditch, Aldgate",779,51.514449,-0.077178979
"Imperial Wharf Station, Sands End",780,51.474665,-0.18316517
"Victoria & Albert Museum, South Kensington",781,51.495898,-0.173009
"Halford Road, West Kensington",782,51.483911,-0.19760944
"Monier Road, Hackney Wick",783,51.5403115,-0.021630359
"East Village, Queen Elizabeth Olympic Park",784,51.546326,-0.00993526
"Aquatic Centre, Queen Elizabeth Olympic Park",785,51.54094,-0.010510565
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",786,51.549369,-0.015717614
"Timber Lodge, Queen Elizabeth Olympic Park",787,51.546805,-0.01469126
"Copper Box Arena, Queen Elizabeth Olympic Park",788,51.544909,-0.0205426
"Podium, Queen Elizabeth Olympic Park",789,51.538718,-0.011889482
"Stratford Station, Stratford",790,51.541793,-0.00481
"Blackfriars Road, Southwark",792,51.505461,-0.10454093
"Cromer Street, Bloomsbury",793,51.528279,-0.11955857
"Victoria Rise, Clapham Common",794,51.461376,-0.14780467
"Euston Square Gardens, Euston",795,51.527068,-0.13186102
"Coram Street, Bloomsbury",796,51.524,-0.12640984
"Ossulston Street, Somers Town",797,51.5293,-0.12827903
"Birkenhead Street, King's Cross",798,51.53019988,-0.122299441
"Kings Gate House, Westminster",799,51.49769846,-0.137598896
"Sopwith Way, Battersea Park",800,51.48112194,-0.149035375
"Lavington Street, Bankside",801,51.50522417,-0.098031812
"Albert Square, Stockwell",802,51.47659006,-0.118256789
"Southwark Street, Bankside",803,51.50540994,-0.098341088
"Good's Way, King's Cross",804,51.53466774,-0.125078653
"The Metropolitan, Portobello",805,51.520509,-0.20080483
"Handyside Street, King's Cross",806,51.53724056,-0.124807386
"Bevington Road West, North Kensington",807,51.5212,-0.208888173
"Gauden Road, Clapham",808,51.464995,-0.13090885
"Lincoln's Inn Fields, Holborn",809,51.51627788,-0.118272992
"Tate Modern, Bankside",810,51.50672529,-0.098807246
"Westferry Circus, Canary Wharf",811,51.50570304,-0.027772743
"Here East North, Queen Elizabeth Olympic Park",812,51.54873119,-0.022606555
"New Spring Gardens Walk, Vauxhall",813,51.48780745,-0.122759626
"Clapham Road, Lingham Street, Stockwell",814,51.47143307,-0.123670736
"Lambeth Palace Road, Waterloo",815,51.5000892,-0.116628701
"Here East South, Queen Elizabeth Olympic Park",816,51.54653279,-0.02059759
"Riverlight South, Nine Elms",817,51.48133547,-0.138212296
"Westminster Pier, Westminster",818,51.501513,-0.12382322
"Belvedere Road 2, South Bank",819,51.50621,-0.114842
"Victory Place, Walworth",820,51.492807,-0.091938
"Battersea Power Station, Battersea Park",821,51.48350749,-0.147714557
"Allington Street, Victoria",826,51.496863,-0.1429434
"Cranmer Road, Stockwell",827,51.479601,-0.11147178
"Normandy Road, Stockwell",828,51.473874,-0.11258096
"Wynne Road, Stockwell",829,51.469217,-0.11268674
"Sidney Road, Stockwell",830,51.469202,-0.11902256
"St John's Crescent, Brixton",831,51.466232,-0.11317995
"Ferndale Road, Brixton",832,51.464019,-0.11578197
"Saltoun Road, Brixton",833,51.460232,-0.11537509
"Gas Holders, Battersea Park",834,51.477966,-0.14785703
"Farringdon Street, Holborn",835,51.516785,-0.10494775
"York Way, Kings Cross",836,51.541596,-0.12544145
"Fore Street Avenue, Guildhall",838,51.518093,-0.0914017
"Sea Containers, South Bank",839,51.508033,-0.10682363
"George Row, Bermondsey",840,51.498585,-0.068981764
"Tower Wharf, Bermondsey",841,51.500845,-0.074704305
"Temple Gardens, Temple",842,51.510981,-0.10832249
"Canada Water Station, Rotherhithe",844,51.498439,-0.049150215
"Bermondsey Station, Bermondsey",845,51.497995,-0.063471392
